Gene Symbol,Expression Value
COQ4,7.809463729
PRDM4,8.610676284
NAV2.3,9.548903915
FAM208B.1,8.302696435
BEX1,7.726440123
DERL2,8.857516821
THOC7,9.264909996
TNIP2,7.874490178
PFDN2,8.498073734
FAM160B2,8.350573133
PHC1,7.278915985
MRPL22,8.178764649
UBA6.1,4.841200984
PPCS,8.743635545
ERMP1,8.157194471
GTF3C3.2,7.372772287
RCOR3,6.594234925
TMEM176A,10.34485496
SESN1,7.210269459
TYW1,7.16370662
ZC3H7A,8.411397614
ZWILCH,4.481976616
GMNN,8.694480981
COMMD8,9.38006933
RCBTB1.1,6.613456902
RGS5.4,9.214568819
TRAPPC2L,8.70926215
KIF4A,3.917832226
FTSJ2,7.797967846
TIMM8B,10.68438609
CRELD2,8.982997251
NRSN2,6.486449671
RAB22A.1,6.898593462
GOLPH3L,7.808073878
DIS3.1,6.192324837
EXD2.1,7.377349733
LRRFIP2,7.835256843
DARS2,6.306826418
METTL17.1,8.510880609
USP21,6.625456218
TNFRSF12A,10.08895534
EXOSC1.1,3.246644318
S100PBP,7.581350693
PSPC1,7.297007338
MED9,6.34758248
AKTIP,8.536611768
C12orf4,5.604195796
NUDT9,7.972255306
MICAL1,6.735957332
RWDD2B,7.732814324
LOC100289561,7.779332921
RBM7,8.958389587
LOC728392,7.228825242
U2AF2.1,8.075067041
U2AF2.2,6.564098821
HAUS4,7.763114163
CARHSP1.2,9.015753837
MRPS18A,7.228504114
USP16,8.466981725
PGLS.1,7.863204353
PGLS.2,8.126655052
APH1A.1,8.981234064
FAM204A,3.988578614
SNF8,8.485018069
SFXN1,7.215953271
SMU1,6.472443991
ROGDI,6.857901288
ACTR6,7.994044848
VPS13C,9.61496582
FANCL,7.127769729
MRPS30,7.377060422
CDCA4,5.938834369
OAS3,7.042172267
ZNF281,5.200047667
HPS4.1,6.015417568
TRIAP1,8.389797015
SNX10,8.121725707
ABT1,7.198323838
NENF.4,6.600603012
NENF.5,9.865692342
TIMM10.1,8.159957515
DNAJC1,8.604635276
PGP,5.445102962
MBIP,6.727821509
GTF2IRD1,8.19144357
ZNF639,4.442406156
NDE1,7.535553701
VPS33B,6.426810782
SLC48A1,5.965006147
SLC48A1.1,6.644884266
KANK2.1,9.703061105
TMUB2,6.556852515
PROSER1,5.763963079
CERK,7.81877397
RBM26.1,9.11820955
VPS54,7.984238608
STEAP3.1,6.472593391
RNF216.1,6.366893466
RNF216.2,6.219696139
SDCCAG3,6.605303086
REV1,7.499316516
C19orf66.1,8.209014869
RFX7,3.589493018
VIPAS39,7.469097163
FBXO3,8.837219754
PANK3,5.582791398
AACS,7.472072033
DNAJC15,8.15077546
SIL1,7.405345354
LZTFL1,7.565379422
MED28,7.310004168
COMMD10,8.205760337
MCCC1,9.242038255
RPAP1,6.811895242
TTC4,7.401725121
DAZAP1,7.308893546
ALG12,7.05937844
H2AFY2,6.917567353
TVP23B,8.098632152
CMC2,9.528097953
GID8,6.868006217
UFSP2,8.245015006
HEBP1,9.749325843
CDCP1.1,5.126481187
SMARCAL1,7.07450114
TMEM242,6.511270231
PLBD1,8.834304906
NFS1.1,7.594480497
CAPRIN2.1,8.265271461
DNMT3A,5.77604393
GMCL1,6.04874364
TOR3A,7.024325763
HEATR2.1,7.845691017
GPN3,8.102510085
RPF1,9.40061456
MUS81,7.953962297
FAM222B,7.959639561
TMEM33,6.812320715
TBC1D17,6.816969597
PSMG2,10.21640222
GREM1,6.67099626
GREM1.1,7.738407137
YARS2,6.935776564
BBS1,8.416509948
PELO.1,7.876615403
COLGALT1,7.575990494
KCTD5,6.099442076
TRMT2A,6.837604531
POMT1,6.914033773
TMEM14A,9.248517602
ZCCHC8,8.529543616
XPO4,4.172999575
AGBL5,6.822704635
EXOSC5,6.666286409
ENY2,9.656823174
IFT46,7.745179144
NDUFA4L2,6.108425352
SLC35C1,5.78382391
KLF11.1,8.083563787
ALAD,8.315703982
EIF2B3,7.730808374
ALAD.1,6.508440929
ZNF302,8.000159456
THYN1,8.068323549
THAP7,7.136103882
SNRNP25,8.195279715
SLC2A4RG.1,8.338939664
UXT,9.439357127
RNASEH1,8.001083234
RNASEH1.1,7.454953281
ERO1L,5.931320542
MST4,5.69753127
THEM6,5.931805592
ARHGEF3,9.257393918
TRPS1,7.720235823
FOCAD,7.080938822
FAHD2A,7.427561023
WDR59,7.72309503
GLYR1.1,7.411861483
HILPDA.1,6.872965876
DCP1A,8.144928691
LPPR2,5.554158645
FAM134B.2,9.376533383
PNPO,7.892370446
WDR12,8.335244238
TMA16,3.524230439
SMG8,6.675326123
PAXBP1.1,8.443661623
IMPAD1,6.354252969
JADE1,9.00463293
FAM13B,8.704488823
SLC35A5,7.672808461
TBK1,8.008723058
UBE2W.2,4.682319482
MAP1S,6.200826057
LHPP,6.852472128
E4F1,6.53044119
HIF1AN,6.228980207
RANGRF,7.800624991
APTX,7.249196833
RNF38,8.700722503
CD320,7.745541677
FHOD1,7.249911811
TMEM134.1,7.131963208
FAM134B.3,9.894430159
UCKL1,7.807639965
AGGF1.2,7.203197149
RIOK2,7.420499489
MRS2,6.937384014
HCFC1R1,8.314496256
MRS2.1,6.583377107
FBXO34,8.629102592
THTPA,8.027894743
C8orf4,10.88660581
CEP55,2.809105593
PARP12,7.023986541
RCL1,7.544175036
CCDC91.1,6.676326185
C1orf115,9.011055417
DHDDS,7.565379422
TEX264,7.782857958
RMDN1,7.575624178
LRRC20,6.060694433
MIIP,6.916406862
ECHDC2,10.2451372
KCTD15,6.431900282
ASH1L,5.209449052
ANAPC2,7.097833501
ORMDL2,8.361929004
NIT2,9.224393148
MRPL39,8.222415703
MAFB,9.409613689
JMJD4,6.43063019
LYRM4,7.668144846
TMEM57,6.419227676
NDUFA3,10.12608995
RFWD3,5.291173116
C9orf114,6.298497384
CHORDC1,9.082925596
DPP3,5.892986155
AGK.1,6.571007646
KBTBD4,6.60655327
KBTBD4.1,7.651666405
CHMP4A,8.739723964
CHMP4A.1,7.639658552
MAGEH1,8.966023196
LMCD1,8.68044301
ANAPC1,7.102645562
DUSP12,7.855838903
LRRC40.1,8.297963096
CDC73,6.973271261
DHX35.1,5.63454243
AURKAIP1,9.822465453
ABHD4,8.19144357
Mar-05,7.140105187
DCUN1D1,8.144682782
TCTN1.1,8.23576503
DTL,3.833485165
MRGBP,6.761451388
POGLUT1,6.894676759
FAM114A2,6.545577362
LPAR6.1,8.545172297
C10orf2,6.238734588
NOL10,4.142348898
CECR5,7.39591738
RBM28,6.790466126
HEATR1.1,7.434006508
HEATR1.2,7.946322748
TBC1D13,7.755390266
CISD1,9.958964633
RINT1,5.833848533
REC8,6.948842892
LIMD2,4.829877205
URGCP,8.359765256
HAUS6,3.336380089
HECA,8.809392197
LEMD3,8.495788656
TFB2M.3,7.91918543
ZDHHC7,9.134373948
SDAD1,7.1125782
ATP13A2,5.95638593
NUDT2,6.750878315
CPPED1,5.646166534
IER5,8.193264513
TSSC4,7.024187287
PSD3.2,6.01022681
KIAA1551,7.888907031
TMEM39A,8.003567821
INTS12,7.870019922
TRIT1,7.105808557
FNDC3B.1,8.71841861
SUV39H1,5.425961908
HEMK1.1,7.249468186
HEMK1.2,5.938834369
NUP37,8.013632929
HMP19,4.62080415
CENPBD1P1,6.818481858
NRN1,8.804747827
EIF4ENIF1,7.462454986
DRAM1,8.250989707
CCDC53,9.048844828
SMO,6.468783592
MKS1.1,5.336030466
AVPI1,7.872559364
HECTD3,8.263361279
ABHD10,8.889874301
PHLDA3,7.093057297
MAN1B1,7.558144304
IMPACT,6.442145426
LOC100130872.1,9.081043354
ZXDC,7.228572717
PLEKHF2,8.510014713
C11orf95,8.861869772
CHCHD7,8.433496535
CRIPT,5.628720365
PLEK2,6.224108167
ZNF277.3,7.35893225
C4orf27.1,8.0791589
YRDC,7.263220285
CRTC3,8.987064161
NEMF.3,7.834429939
DGCR8,7.542339171
LARP6,7.530921472
PIGG.1,8.682382042
SLC25A15,6.735015868
MRPS33,8.861968752
CWC25,7.17690562
LHFP,10.90057445
RAPGEFL1,5.544187007
ACTR8,5.603126131
ASXL2.1,8.482582791
DYSF,7.802806241
NAA60,7.145259069
NCAPG,3.75980274
NCAPG.1,3.141138801
MECR,6.844848466
FZD4,8.741721372
STX17,5.727954278
PJA1,8.965878541
RAP2C,7.13482651
RAP2C.1,7.530064312
PUS1,6.126767888
ATPIF1,10.25747713
SCNM1,8.237605257
ATG7.1,5.681391985
TRAPPC13.1,5.992422359
SLC22A17,6.695293112
PCTP,6.953615192
S100A14,7.335527158
NES,8.464471796
VPS28,9.472674786
HYPK.1,8.051196829
SDF2L1,7.761059745
SLC4A1AP.1,7.390976308
PTBP2.1,7.930011861
LRRC8D,8.412176644
SMUG1,5.882713388
RHBDF1,7.520397289
MUC13,6.034497361
DAK,6.77648096
FANCF,6.79372062
PDLIM4.3,6.787211797
PDLIM4.4,4.197414357
SYBU,7.815934981
TSPAN15,5.486135051
ARMCX1,9.111485173
EXOSC4,7.719838513
EIF2AK3,9.526499111
NCKIPSD.1,6.909523264
APIP,7.882911867
RAB29,9.344919791
RAB29.1,7.067898164
LACTB2,7.804164253
SARS2,5.920045224
SEC22A,6.302394732
RNF43,6.393855829
SNX24,6.838010773
GRAMD3,8.057050964
ZNF444,5.730328794
NXT1,7.954347781
IFT52,8.149388506
TTC27,7.168616776
SDPR,6.552012438
C1orf109,5.514883114
ICE2,6.71620175
PRR14.1,7.670732276
UTP6,8.774187245
MTO1,8.005469987
LEPREL1,8.83419694
PDGFC,9.931517028
GINS3,5.349056952
SEZ6L2,5.008481562
C1orf27,7.352848539
CCDC51,7.70812628
RGCC,9.049707021
TGIF2.1,5.123852721
SLC25A22,6.152409653
HJURP,4.922282614
SLC38A7,5.57454164
CNIH4,8.328104146
LXN,8.60015696
OGN,9.97730064
VWA1,6.857099217
PTRH2,8.080244925
MSL2,6.70461392
NAA40,5.14030314
ZNF544,8.024840135
PALMD,8.596286087
SBNO1.2,4.513364722
RNF138,8.512262222
ABHD5.2,6.236942219
CDK5RAP3,8.648757303
CENPM,4.621145493
NARFL,6.675808013
CHMP6,7.098861309
PACSIN3,5.011334846
TMEM161A,7.964438342
TAPBPL,7.283403344
TAPBPL.1,7.257889053
EXOC5,5.086405964
SLC8B1,7.04285468
TAF1D,7.526017172
FBXW7,6.942682351
ZMAT5,6.50260662
XKR8,8.551511835
NOL9.2,8.107861925
KIF20A,3.947775412
DHRS11,6.333118349
UPF3B,7.714201557
RRP1,6.544516368
DVL2,6.581225218
COQ6,6.634849569
RNF111,7.993807643
ZNF574,7.299206311
STX18,8.304186199
PRKCH.1,7.975157523
SIDT2,7.476754898
WARS2.1,5.982827696
REXO4,6.728860803
NUP107,8.349023873
ANKRA2,6.949138517
TMEM39B,6.051072437
PANK4,6.658550576
TMEM38B,7.123326621
MSRB2,9.391440698
DCPS,7.430391457
CLDN22.1,7.647393664
TMEM62,6.346967604
REEP4,6.975691044
EPS8L1,5.797443979
EPS8L1.1,6.517055542
HOOK2,8.034787368
SMC6,7.081362541
ATAD2,4.236080127
INTS7.1,4.801717475
SAYSD1,5.989777425
IFT22,6.239260608
NT5DC3,5.777547357
CWF19L1,6.521993465
SMYD3,7.016668904
C11orf71,6.967743022
TMLHE.1,4.623744816
KATNBL1.1,6.749146726
BSPRY,7.016456498
SCML1,7.945986153
TXNL4B,6.770465897
ACP6,7.634334608
FERMT1,6.761821601
SIRT7,6.841597422
KRI1,7.107566897
GPN2,6.930704982
SRD5A3,3.112877807
UGGT2.4,7.409346714
CCDC109B,8.184775999
CHFR.1,7.2079094
ANO1.1,4.728021104
GIMAP1.GIMAP5.1,8.710330577
VAV3,8.273205118
VAV3.1,9.645485353
DALRD3,5.231550567
PANK2,8.173341035
MIR6732,7.371599729
ORAI2.2,6.018547424
ORAI2.3,4.7860512
SH3GLB2,6.127043733
TMEM206,3.962455603
TMEM51,8.714757893
LRRC1.1,7.401090907
SPCS3,5.411496307
FHL3,6.767275541
INTS6.1,8.323448428
C14orf132,8.240092397
LOC100652930,6.991163296
LOC100652930.1,6.871712947
KCTD9,7.673795389
PNMAL1,7.645613165
EGFL7,7.883217193
SLC35F2,5.857845519
CEP192,6.993149075
PLSCR3,7.935659276
CHD7,6.069448314
RPL26L1,9.146299811
FCGRT,8.931901166
ARRB1,5.617385438
ZAK.1,4.374793497
TMEM132A,6.266219548
SFTPA1,4.478582673
RPP21,7.698258702
UBE2D4,7.709701084
TTC31,7.067062774
HEY1,6.334998431
NADSYN1.2,6.967874585
ASB8,7.722152562
RPAP3.1,6.202175957
FNDC4,7.256825914
ACSF2,9.269812232
DUSP22,8.929005735
MED23,7.692773224
IGF2BP2,8.362943041
THOC6,6.065618669
PPP1R13L,6.563597653
LIMD1,4.54539152
SFT2D3,4.99347723
PPP2R3C.1,7.972276232
MOSPD1.1,7.014509418
DSE.2,8.754467351
TPRA1,6.63913652
TNFRSF21.1,9.411509297
ASRGL1,9.108107586
DEPTOR,8.623068394
ESF1,6.062472123
NOC4L,6.675808013
RNF25,7.023745086
ASB13,8.243562745
TNS1,4.750954544
TNS1.1,6.963861228
Mar-01,7.363606324
POLR3K,6.808225207
C12orf49.2,6.669381181
ACTR3B.1,5.69753127
MLYCD,7.311461708
ARHGAP15.1,7.131963208
CSGALNACT2,7.493539711
TESC,6.443554835
GON4L.1,7.091796705
ATAT1,5.858745626
FBXO5,3.84573079
TPPP3,8.193533306
TRMT11,7.541604104
SIRT1,8.012478714
MTHFSD.2,5.124465762
FOSL2.1,7.20143762
FOSL2.2,5.671123583
WDR3.1,7.75491561
CENPU,4.934219185
GUF1,4.374793497
GALNT12,6.22691758
PAK1IP1,7.459180974
MRPL2,7.083083324
NETO2,4.810594764
NOC3L,8.205603812
MRPL35,7.790997399
C10orf76.1,7.513857128
DCHS1,6.010853426
ISOC2,7.825310063
MAGOHB,5.216956347
GPATCH3,6.11350113
C17orf85,6.16045134
TMEM177,6.119449361
FAM57A,6.892989653
BAALC,4.80937694
CNNM4,5.704621498
PLSCR4,9.468898946
NOTCH1,6.611480818
NABP2,6.105157784
C9orf40,4.159244058
INTS8,7.986074947
KLC2,6.862784344
LRRC61,6.840870713
ASPSCR1,5.749255525
RPS6KC1,6.466713434
ANO10,8.055073479
YEATS4,4.634230582
GCC1,7.438799708
GMIP,5.610228516
RRNAD1,6.671073143
NF2.6,7.72886574
ZNF747.1,6.70817362
ARID1A.3,8.246241463
MAN1C1.1,8.208975104
ZFAND1,7.611361772
FAM193B,7.656517789
SIGIRR,7.097305739
CERS4,5.778114035
CTBS,8.484085871
CTBS.1,8.19711901
C11orf1,3.198988183
MYNN.2,7.337139362
CHST12,7.40030073
SLC37A1,6.231881781
CDKN2AIP,8.369809068
TMEM106B,7.549296588
RAB17,8.393973194
ZNHIT6,7.732685584
SPATA5L1.1,6.154864087
HSPB7,6.208337022
EHD3,7.128924252
CCDC59,8.297147551
ZSCAN32,6.514864014
FBXL15,7.258546466
LETM1,6.192324837
VCPKMT,7.556420049
FBXW2.2,6.771128407
PIP4K2C,8.6178029
DDX58,6.864531349
PYCRL,6.142019449
METTL22,6.703706789
NFU1,8.96288014
MTPAP,6.456602543
QRSL1,5.131176578
QRSL1.1,6.699618216
ARAP3,7.493554003
PLCXD1,6.027233673
PCSK1N,7.698346518
PCYOX1L,6.611683258
BRF2,6.000183269
BRF2.1,7.31243816
ATP5J2.PTCD1,7.444484156
PAAF1.1,8.145761463
C19orf60,6.615342871
HOXC10,7.961284775
TMPRSS4,6.776514711
PNKP,6.671837689
TMEM168,8.84541929
KRT23,5.615147913
ARID3B,7.059130235
TUT1,5.670964671
MYO5C,9.009477053
PTER,8.788545402
ZFP64,7.354318837
PAM16,6.949138517
CUTC,7.627048235
WDR91,7.20504071
TTC17,7.087736858
EFTUD1,7.489371524
SOBP.2,8.820766906
COL5A3,6.299968139
DNAJC12,7.782190059
TRNAU1AP,6.973271261
SLC25A37.1,4.978218266
RMI1,5.001807049
FHOD3,7.139942861
ACN9,6.375572585
MRPS17,8.221820407
C1RL,7.768598604
PUS7,6.7042934
SLC2A8,6.313919689
DDX60,7.877686181
ATF7IP.1,6.311209255
SLC35E3,7.582717828
SLC30A5.1,7.545676819
SPRR3,4.79733035
HEATR6.1,6.91350443
PLGRKT,7.625504617
RNMTL1,7.04285468
STAG3L4,3.56277999
EDN1.1,6.581979691
TFPT,6.452564445
POLR1E.1,6.437562427
FAM206A,8.252891523
TMEM140,8.077450366
DSCC1.1,4.645274215
DCAF10,7.169193392
FASTKD1,8.269795946
MANEA.2,4.455819007
MIS18A,6.091285935
TMEM59L,6.818481858
NDUFAF4,8.442743794
NUP43,9.056816501
C2orf43,6.424622816
C14orf93,4.920387215
C1orf106,8.833086122
PLEKHA4,6.259254264
C11orf30.1,4.491389472
GALNT11,10.02056047
PLAC8,5.009238981
ALG13.2,6.734285761
FASTKD5,7.348681183
ETNK1,6.912384559
CCDC85C,5.681609961
PIDD1,6.816354391
HS1BP3.1,7.873624649
RNF121,6.679311295
C12orf43,6.334047579
AP1AR,5.133684975
PLEKHA1,7.996143895
CD248,8.422517039
RASAL2.2,4.835785212
MYO9A,8.294449398
HIPK2.1,7.297007338
C5orf28.1,6.818481858
TPRKB,8.372785447
NIP7,5.791841852
OPN3,7.29847303
PARP8,6.685876559
PARP16,6.970822966
RNF34,7.788546492
CEP70.2,7.634996615
RRP15.1,6.791272673
MORC4,7.473380771
SEMA4C,7.06574725
CORO7,5.648978206
REPIN1,8.903537614
LZTS1.1,5.144830402
PDCL3,7.590578345
THNSL2,7.359845979
RHOF.2,7.464418616
PKNOX2,6.873205601
ZNF668,5.366862977
PIGN,6.131177812
CSGALNACT1,8.56722783
ZNHIT2,6.628957602
METRN,6.061174676
HPS6,7.215570797
VPS37C.2,8.329542667
NPR3,10.15918929
SRBD1,6.092441334
RNASEH2B.1,4.379542063
RABEP2,6.362268505
TINAGL1,7.745127329
LYVE1,9.036760233
WDYHV1,6.864213988
LAGE3,7.291377632
ZCCHC2,6.874681255
C1orf35,6.792392497
ITIH5.1,8.863776455
DPY30.1,7.509697009
PPCDC,6.107983273
NSMCE4A.1,7.509835392
ATAD3A.1,6.586946332
ANKRD49,7.996143895
MOSPD3,6.916134549
HGH1,7.582163158
BCL7C,8.446493773
OSBPL10.2,8.437361417
TMEM184C,8.568860925
YIPF2,5.595809401
PXMP2,9.041106211
WWOX.1,8.135134103
GPATCH2,6.053790648
CYB5R4,5.954496495
CTPS2,5.705696687
ANKHD1.3,6.479770649
AMDHD2,6.33343127
SHQ1,7.397326122
NSD1,6.736261175
GEMIN7.1,5.694033963
ZNF839,5.214816344
ASPN,11.67139258
ZNF576,6.451728086
ZNF576.1,6.534647107
SLC24A3,6.008527972
MMRN2,8.2039849
IPPK,5.866148112
PID1,7.17016329
ARMC8.4,4.589044011
JMJD7.PLA2G4B,6.231881781
ARMC7,7.131963208
SMIM7.1,8.022564175
MYBBP1A,7.170816291
C12orf5,6.459620201
OBFC1,7.354318837
ABHD8,5.984083361
RCN3,7.024652026
ASAP3,5.624679136
RNF141.2,5.773328086
ORC6,7.06398431
KLHL41,3.199308571
BCAN,5.281822921
DDX27.1,8.428833038
SPAG16.1,8.17328239
GAR1,8.265300049
DDX54,6.154100247
RAPGEF6.1,6.57332449
HSD17B14,7.380555568
C3orf18,6.817551701
IL20RA,3.243575233
DCUN1D2,6.505281322
FKBP11,8.712442032
FKBP11.1,6.349927699
LSM8,8.068323549
C2orf44,4.99776257
ESRP1,5.69753127
THG1L,6.2770724
ZNF232,7.218292685
TTI2,6.119369689
SLC50A1,7.446006344
PHF10,8.493096976
PRR15L,6.832093628
C2orf42,6.745223801
SAP30L,6.259184645
TRMT13,7.823840927
UBIAD1,5.447750491
PELI2,8.033327133
OXSM,7.523141503
ELTD1,8.514904255
LMF1.4,6.738168142
LMF1.5,5.888570666
MFF,9.20507509
RPL14.2,6.779857277
CROCCP3.1,4.931956286
RBP4,10.53161793
AMBRA1,7.047176024
RASL11B,7.060567901
RPP25,5.64319348
DUSP26,6.085657399
LPHN1.1,6.093088515
TEFM,7.444978688
NMRK1.1,8.712186725
PBK,3.458696175
DBR1,6.270637668
ADAP1,6.523795281
RABL2A,6.388321865
PODXL2,4.336640519
THSD4.2,5.247728195
TMEM120B,5.790375768
PITPNC1.1,7.437102056
SYNJ2BP,7.027676433
KLHL2,8.453283397
NAA15.2,5.508773359
SLAMF7,4.641543201
PAPOLG.1,4.158128156
CKLF,7.524902973
MRPL11,7.802501296
ZNF562,7.511488833
ATG2B.1,5.9975481
PDLIM2,8.187252586
DNAAF2,5.938834369
RASL12,5.816025035
PRR5,5.367951516
TFB1M,7.443015223
FSD1,5.139912635
ZNF236,3.895621573
UBTD1,6.079767829
MYO15B,7.400554606
IFT74,6.3426392
SLC41A3,7.639869411
C2orf47,8.517480295
BRIX1,6.426308009
QTRTD1.2,6.152409653
DACT1,6.341041422
PEX26,6.093161041
LIPG,7.700071548
TMEM231,6.217503816
CYTH4.2,6.201265156
TIMM22,6.936477985
SIRT5.1,6.603519682
ZBTB7A.2,7.671698174
FKBPL,6.23271106
MACROD1.1,7.579187671
FBXL6,4.862677949
AGO4.1,4.553876685
BIN2,6.509745559
UBAP2,8.55338379
WDR70,6.664633897
SEMA4G.1,6.368412031
PPARGC1A.1,8.107847007
SCG3,3.102405983
SCUBE2,6.346967604
GTF3C4,6.047441768
AFF4.2,4.058001386
FASTKD3,7.856572137
TWSG1,6.717919307
RHBDF2,5.758518742
EMC9,7.374076307
SRR,5.915016689
SRR.1,7.48013143
TMBIM4.1,10.67658969
EDC3,6.0366346
FBXO11.1,2.913455709
IFIH1.2,7.326038362
RAB8B,5.801906053
USP18,6.000280953
HSPA14,7.646991512
JAM2,8.153251105
NT5C.1,7.46581142
SLC39A4,7.973304274
ETAA1,6.270637668
NARS2,7.823715695
BAHCC1.1,6.075234999
TMEM160,6.519216826
MRPS22,8.578777267
ZBTB38.1,9.224343655
RBKS,8.106362042
CACFD1,7.116840303
ZNF408,7.122996132
PGBD5,5.043578591
CDK12.3,6.196503247
CCNJL,4.431155109
ZNF331,7.985818343
SLCO3A1.1,7.119726625
TMEM100,5.425961908
TGS1,6.422485952
EGLN3,6.417508433
GSDMB.1,6.237431724
SCRN3.1,3.910257624
PHACTR4,7.294134774
PAQR6,5.590834236
DNAJB14,7.230126782
PIGV,7.904090797
ZNF654.2,5.058494049
C10orf88,5.745014224
SSH3,7.459056671
CEP63,7.726646275
GIMAP4,8.409762008
MRPL46,7.742872022
OGFOD2,5.87653984
OGFOD2.1,6.061747344
ZDHHC14.1,7.886155467
THUMPD2,7.175224313
FKBP10,6.257843496
FLRT3,7.50989572
WDR60.1,7.642243286
GEMIN8,5.077944034
TMEM185B,6.596000246
OGFOD3,5.518167735
IL17RB,9.203400126
SH3TC1,7.684119
SPHK1,7.123510165
TIPIN,4.598380143
SEMA4A,7.623334777
ELP5,6.953196086
C7orf26,6.995443369
SUV39H2.1,3.04676505
RNF128,8.237067296
LOC102725016.1,4.702190794
MOB3B.1,7.170218384
ZNF350,5.997029087
GLTP,6.867855189
ETNK2,6.826463604
HMBOX1,7.971485586
CHAC1,5.726952465
GALNT14,9.568824047
TRIM62,5.993509575
CCNK,4.078248442
TSPAN12,9.562580449
PDCD5,7.581350693
CAAP1,8.486391049
OGDHL,9.316801695
MAP3K6.1,6.776156492
DOCK10.1,5.041634797
BRWD1.2,4.303936523
MSRA,9.300629015
TRPV2,5.619876623
C1GALT1C1,8.434283396
HSPBAP1,7.396615617
NIN,3.504958054
RBM15.3,8.560323598
KCNMB4,4.998389863
C3orf14,7.22262707
HEATR3.1,6.123003019
DAPP1,4.729770933
DTWD1.1,6.4162848
THAP1,6.802150979
OLA1,9.714651565
CENPQ,3.048246957
PCOLCE2,7.390976308
ZDHHC13,4.729770933
WDR44,7.021663938
ECHDC3,9.890301105
TRMT12,6.964814474
CNTNAP2.1,4.742891441
CNTNAP2.2,3.256920453
CNTNAP2.3,3.423367401
RNF219,6.383100957
PDGFD,9.784379781
FBXO2,6.955666025
KIF15,3.338883317
PDSS2.1,7.050527597
AK5,3.76660172
C22orf46,4.490110987
SYNDIG1,6.090922058
CEP76,5.523761079
ZBTB10,6.206495721
GRAMD1C,8.345123449
ZNF219,6.556228309
TMEM204,7.482626185
FLVCR2.1,5.565547818
POLI,7.357195502
MED31,4.567476024
HIF3A.2,5.415915593
MYO19,5.597664464
MPP5,6.519216826
WRAP73,6.220685293
IL18BP,6.678051049
NOL12.1,6.345979814
ELAC1,4.791275108
B3GNT2,5.507044536
GPRC5C,8.585216653
DDX31.1,7.174173299
ATRAID,10.40218855
VANGL1,5.735792795
KLHDC8A,4.678290124
MICALL2.1,6.602632261
CAPN10,7.103721535
NABP1,3.444054678
ARMCX5.1,7.052788427
ASCC1.1,6.435185936
C1orf159,5.170664452
LRRC49,6.054897127
EHMT1,4.850686318
CLN8,7.227941383
CLN8.1,5.940656907
CASD1,6.216317422
CDC37L1,7.027262005
SLC29A3,6.514439043
BOLA1,6.496782107
LRFN3,4.668798331
NUDT15,6.0811086
USE1,7.183263855
EXOC2,4.625876898
DIABLO,9.26437379
TRAPPC2.2,7.31269952
HERC6.1,7.420273112
NHLRC2,6.846636751
KLHL26,5.521103813
CXorf57.1,6.309966023
CHMP5.1,9.803722572
GTPBP1.3,7.382593313
ADAP2,6.765464632
ATHL1,6.967556941
TRPM4,6.714887948
AEN,6.645355343
NAA35,6.564754086
MTERF3,8.344734996
DHX58,6.498129478
CAMKV,6.095485357
AVEN,6.012348321
NRP2.5,5.183008013
NAP1L2,5.758124361
OTUB2.1,4.426072138
RPRM,4.972319374
KLF2,9.587759891
IFT81,7.022011247
DPM3,7.767889305
ALG9,6.82584893
CEPT1.1,7.295755392
ZNF322,5.118448341
GAREM,8.565507994
NAA16.1,7.651930054
ZNF358,7.204002733
POLH.2,4.941138856
C5orf42.1,3.993335416
SERTAD3,6.725357959
PRR5L.1,5.138722035
ADAT1,7.00514879
SLAMF8,5.334042266
SLAMF8.1,4.526738239
CCDC88A.1,3.241404693
GRHL2,6.434982892
SUSD4,7.683818815
FKBP14,6.538088892
BPNT1.1,3.582263296
PRR11,9.837545198
AKT3.2,3.804720016
PGS1,7.490547652
ESRP2,7.629235099
MIR631,6.563928349
COQ10B.1,8.556946844
CIDEC,7.444978688
LIN7C,6.174811268
CNTNAP1,6.123920314
XYLT2.1,6.786602041
DERL1.1,8.377334132
HPSE,4.131280505
EPS8L3,5.792174758
TRIM68,6.864485408
C1orf50,7.215570797
LAMC3,5.983420082
PRMT7,6.189274579
SNIP1,5.816887359
TMEM45A,7.39433305
ELMO3,6.168834063
RAB38,6.105899096
ACBD4,6.980664777
CLSTN2,4.770978372
TTYH1,4.274564861
SCARA3,6.983181002
C17orf59,6.278085789
NHEJ1,6.954864928
RBFA,7.163156463
COA7,6.825520333
TTC33,6.197746324
ESPN,5.666489402
TNFRSF25.4,5.816491241
EBI3,5.223316681
SULT4A1,5.499326465
AGO3,6.614562264
FAT4,7.089993004
PXMP4,7.04285468
FA2H,7.526598452
GPR137,4.659038256
ARHGAP10,7.216587912
EVC.1,8.390438799
BCOR,6.189236323
TREM1,5.164848921
CTC1,6.465257998
EMCN,8.628517111
ANKRD11,6.027233673
NKAIN1,5.235435189
C1GALT1,7.023741173
RAI2,7.510802436
LRRK1.1,6.093445561
CLUHP3,7.658447507
TASP1,7.207279244
BCORL1,6.878709569
GLTSCR1,5.78029628
RIC8B,7.027561909
SLC35C2,6.975748398
TMEM70,6.01121384
TMEM70.1,8.570036633
C4orf19,6.5019589
MSRB2.1,6.505447161
DPEP2,5.543266887
KLHL36,5.69753127
EGFL6,3.627755759
